"","Player.Name","Salary","Position","Age","Team","Games Played","Games Started","Minutes Played","Field Goals Made","Field Goals Attempted","FG..x","3-Pointers Made","X3P..x","2-Pointers Made","X2P..x","eFG.","Free-Throws Made","FTA.x","FT..x","PTS.x","Total.Minutes","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Is_NBA","X2022.Signing","PTS.y","FG..y","X2P..y","X3P..y","FTA.y","FT..y","3-Pointers Attempted","2-Pointers Attempted","Free-Throws Attempted","Offensive Rebounds","Defensive Rebounds","Total Rebounds","Assists","Steals","Blocks","Turnovers","Personal Fouls"
"117","Robert Williams",10714287,"C",25,"BOS",35,20,23.5,3.6,4.9,0.747,0,0,3.6,0.751,0.747,0.7,1.2,0.61,8,824,19.8,0.742,0.006,0.241,14,24.5,19.3,8.5,1.3,5,15.3,11.8,2.3,1.6,3.8,0.224,1,2.4,3.3,1.1,1,NA,NA,NA,NA,NA,NA,NA,0,4.8,1.2,3,5.4,8.3,1.4,0.6,1.4,1,1.9
"118","Cade Cunningham",10552800,"PG",21,"DET",12,12,33.3,7.8,18.7,0.415,1.4,0.279,6.3,0.466,0.453,3,3.6,0.837,19.9,400,14,0.492,0.272,0.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30,-0.4,0.2,-0.1,-0.018,-0.1,-0.6,-0.7,0.1,1,NA,NA,NA,NA,NA,NA,NA,5.1,13.6,3.6,1,5.2,6.2,6,0.8,0.6,3.3,2.8
"119","Mo Bamba",10300000,"C",24,"LAL/ORL",49,7,15.7,2.4,4.9,0.485,1,0.387,1.4,0.59,0.585,0.8,1.3,0.661,6.6,769,15.7,0.602,0.515,0.257,8.5,24.2,16.4,8.7,0.8,5.3,10.1,16.6,1.1,1.1,2.2,0.139,-0.2,0.7,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,2.5,2.4,1.3,1.2,3.4,4.6,0.9,0.3,0.9,0.6,2.1
"120","Talen Horton-Tucker",10260000,"SG",22,"UTA",65,20,20.2,4,9.4,0.419,0.9,0.286,3.1,0.485,0.467,1.9,2.6,0.75,10.7,1313,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,-0.3,1.1,0.8,0.029,-1.1,-0.5,-1.6,0.2,1,NA,NA,NA,NA,NA,NA,NA,3.1,6.3,2.6,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7
"121","Jae Crowder",10183800,"PF",32,"MIL",18,3,18.9,2.5,5.2,0.479,1.3,0.436,1.2,0.538,0.606,0.6,0.7,0.833,6.9,340,14.6,0.624,0.585,0.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,0.165,0.1,1.1,1.2,0.3,1,NA,NA,NA,NA,NA,NA,NA,3.1,2.2,0.7,0.9,2.9,3.8,1.5,0.7,0.3,0.4,1.5
"122","Ivica Zubac",10123457,"C",25,"LAC",76,76,28.6,4.3,6.8,0.634,0,0,4.3,0.637,0.634,2.2,3.1,0.697,10.8,2170,16.7,0.661,0.004,0.463,12.3,26.5,19.5,5.1,0.7,4,15.9,14.8,3.8,2.9,6.7,0.149,-1.1,0.2,-0.9,0.6,1,NA,NA,NA,NA,NA,NA,NA,0,6.7,3.1,3.1,6.8,9.9,1,0.4,1.3,1.5,2.9
"123","Reggie Bullock",10012800,"SF",31,"DAL",78,55,30.3,2.5,6,0.409,1.9,0.38,0.5,0.562,0.569,0.3,0.5,0.703,7.2,2364,7.7,0.577,0.845,0.079,1.6,12.5,7,6.2,1.1,0.5,6.9,10,1.3,1.4,2.8,0.056,-2.3,-0.3,-2.6,-0.4,1,NA,NA,NA,NA,NA,NA,NA,5.1,0.9,0.5,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1
"124","Alec Burks",10012800,"SG",31,"DET",51,8,22,3.9,9,0.436,1.9,0.414,2,0.459,0.544,3,3.7,0.814,12.8,1122,16.5,0.602,0.521,0.41,1.8,14.2,7.8,15.9,1.6,0.6,9.7,22.8,1.9,0.6,2.5,0.109,1.8,-0.5,1.2,0.9,1,NA,NA,NA,NA,NA,NA,NA,4.7,4.3,3.7,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9
"125","De'Andre Hunter",9835881,"SF",25,"ATL",67,67,31.7,5.7,12.3,0.461,1.5,0.35,4.2,0.521,0.522,2.6,3.1,0.826,15.4,2126,11.5,0.563,0.348,0.252,2.3,12.4,7.3,6,0.8,0.7,8.2,19.7,1.4,1.2,2.5,0.057,-1.9,-1.4,-3.3,-0.7,1,NA,NA,NA,NA,NA,NA,NA,4.3,8,3.1,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3
"126","James Wiseman",9603360,"C",21,"GSW/DET",45,22,19.3,4.2,7.5,0.558,0.1,0.2,4.1,0.58,0.563,1.5,2.2,0.701,10,867,15.6,0.589,0.059,0.286,9.2,25.2,17,5.5,0.4,2.7,11.8,21.2,0.7,0.7,1.4,0.077,-2.1,-1.4,-3.5,-0.3,1,NA,NA,NA,NA,NA,NA,NA,0.4,7.1,2.2,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4
"127","Landry Shamet",9500000,"SG",25,"PHO",40,9,20.2,2.8,7.5,0.377,1.9,0.377,1,0.376,0.502,1.1,1.3,0.882,8.7,807,10.9,0.537,0.663,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10,18.9,0.5,0.7,1.2,0.071,-1.1,-0.3,-1.4,0.1,1,NA,NA,NA,NA,NA,NA,NA,5,2.5,1.3,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5
"128","Malik Monk",9472219,"SG",24,"SAC",77,0,22.3,4.6,10.3,0.448,1.9,0.359,2.8,0.538,0.538,2.4,2.7,0.889,13.5,1719,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25,1.4,1,14.1,25.8,2.1,1.2,3.2,0.091,1.6,-1.4,0.3,1,1,NA,NA,NA,NA,NA,NA,NA,5.2,5.2,2.7,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6
"129","Jalen Green",9441840,"SG",20,"HOU",76,76,34.2,7.4,17.9,0.416,2.5,0.338,5,0.471,0.485,4.8,6.1,0.786,22.1,2602,14.5,0.538,0.408,0.341,1.8,10.3,6,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,0.034,0.5,-2.6,-2.1,0,1,NA,NA,NA,NA,NA,NA,NA,7.3,10.6,6.1,0.6,3.2,3.7,3.7,0.8,0.2,2.6,1.7
"130","Jakob Poeltl",9398148,"C",27,"SAS/TOR",72,71,26.5,5.4,8.6,0.629,0,0,5.4,0.63,0.629,1.7,2.8,0.592,12.5,1906,21,0.635,0.002,0.325,13,25.5,19,15.2,1.7,4,15,18.2,3.7,2.2,6,0.15,1.1,0.8,1.9,1.9,1,NA,NA,NA,NA,NA,NA,NA,0,8.6,2.8,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7
"131","Nerlens Noel",9391069,"C",28,"BRK/DET",17,4,11.5,0.8,2.1,0.361,0.1,0.5,0.7,0.353,0.375,0.5,0.7,0.667,2.1,195,7.9,0.424,0.056,0.333,5.6,21,13.1,6.7,4,4.5,23.9,12,-0.3,0.3,0,0.007,-6.5,2.6,-3.8,-0.1,1,NA,NA,NA,NA,NA,NA,NA,0.1,2,0.7,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9
"132","Royce O'Neale",9200000,"SF",29,"BRK",76,53,31.7,3,7.8,0.386,2.1,0.389,0.9,0.379,0.524,0.7,0.9,0.725,8.8,2409,9.2,0.538,0.707,0.116,2.6,15,9,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.057,-1.7,0.6,-1.1,0.5,1,NA,NA,NA,NA,NA,NA,NA,5.5,2.3,0.9,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1
"133","Monte Morris",9125000,"PG",27,"WAS",62,61,27.3,4,8.3,0.48,1.3,0.382,2.7,0.543,0.555,1,1.2,0.831,10.3,1695,15,0.579,0.396,0.15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,3.1,1.1,4.2,0.12,0.8,-0.4,0.5,1.1,1,NA,NA,NA,NA,NA,NA,NA,3.3,5,1.2,0.4,3,3.4,5.3,0.7,0.2,1,1.2
"134","Mason Plumlee",9080417,"C",32,"LAC/CHO",79,60,26,4.2,6.1,0.68,0,NA,4.2,0.68,0.68,2.5,4,0.636,10.8,2054,19.6,0.689,0,0.647,11.8,25.1,18.4,17.3,1.1,2,15.8,15.2,5.5,2.4,7.9,0.185,1.2,1,2.2,2.2,1,NA,NA,NA,NA,NA,NA,NA,0,6.1,4,2.9,6,8.9,3.1,0.6,0.6,1.5,2.7
"135","Alex Caruso",9030000,"PG",28,"CHI",67,36,23.5,1.9,4.3,0.455,0.8,0.364,1.1,0.556,0.551,0.9,1.1,0.808,5.6,1575,11.5,0.588,0.528,0.255,3.1,10.9,7.1,15.4,3,2.8,19.5,11.1,1,2.6,3.6,0.109,-2.2,3.3,1.1,1.2,1,NA,NA,NA,NA,NA,NA,NA,2.3,2,1.1,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4
"136","Maxi Kleber",9000000,"PF",31,"DAL",37,5,25.1,2.1,4.6,0.456,1.1,0.348,1,0.667,0.571,0.7,1,0.711,5.9,930,8.7,0.592,0.663,0.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,0.7,0.6,1.3,0.067,-2.2,0,-2.2,0,1,NA,NA,NA,NA,NA,NA,NA,3,1.5,1,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3
"137","Grayson Allen",8925000,"SG",27,"MIL",72,70,27.4,3.4,7.7,0.44,2,0.399,1.4,0.518,0.571,1.6,1.8,0.905,10.4,1972,12.3,0.612,0.657,0.226,3.4,9,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,0.123,-0.6,0.7,0.1,1,1,NA,NA,NA,NA,NA,NA,NA,5.1,2.7,1.8,0.8,2.4,3.3,2.3,0.9,0.2,1,1.6
"138","Darius Garland",8920794,"PG",23,"CLE",69,69,35.5,7.6,16.4,0.462,2.4,0.41,5.1,0.492,0.537,4,4.7,0.863,21.6,2447,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3,7.6,0.148,3.2,-0.7,2.4,2.7,1,NA,NA,NA,NA,NA,NA,NA,6,10.4,4.7,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1
"139","Isaiah Hartenstein",8854879,"C",24,"NYK",82,8,19.8,2.1,4,0.535,0.1,0.216,2,0.576,0.547,0.6,0.9,0.676,5,1626,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.136,-1.5,1.2,-0.3,0.7,1,NA,NA,NA,NA,NA,NA,NA,0.5,3.5,0.9,2.5,4,6.5,1.2,0.6,0.8,0.8,2.6
"140","Kyle Anderson",8780488,"PF",29,"MIN",69,46,28.4,3.7,7.2,0.509,0.6,0.41,3,0.536,0.553,1.4,2,0.735,9.4,1957,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,0.125,0.2,2.3,2.5,2.2,1,NA,NA,NA,NA,NA,NA,NA,1.5,5.7,2,1,4.4,5.3,4.9,1.1,0.9,1.5,2.1
"141","Victor Oladipo",8750000,"SG",30,"MIA",42,2,26.3,3.8,9.6,0.397,1.7,0.33,2.1,0.471,0.484,1.4,1.9,0.747,10.7,1106,10.6,0.513,0.526,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,-0.9,1.5,0.6,0.024,-2.9,0.8,-2.1,0,1,NA,NA,NA,NA,NA,NA,NA,5,4.5,1.9,0.4,2.7,3,3.5,1.4,0.3,2.1,2.4
"142","Daniel Theis",8694369,"C",30,"IND",7,1,15.6,3,6.3,0.477,0.3,0.182,2.7,0.576,0.5,0.7,1.7,0.417,7,109,14.2,0.497,0.25,0.273,7.1,15.2,11.2,12.2,0.9,4.7,5.7,20.1,0,0.1,0.1,0.046,-0.9,-0.5,-1.4,0,1,NA,NA,NA,NA,NA,NA,NA,1.6,4.7,1.7,1,2.1,3.1,1.3,0.3,0.9,0.4,1
"143","LaMelo Ball",8623920,"PG",21,"CHO",36,36,35.2,8.2,20,0.411,4,0.376,4.2,0.45,0.51,2.8,3.4,0.836,23.3,1268,17.9,0.541,0.531,0.169,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30,0.6,1.2,1.8,0.068,3.2,-0.8,2.4,1.4,1,NA,NA,NA,NA,NA,NA,NA,10.6,9.4,3.4,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3
"144","Seth Curry",8496653,"SG",32,"BRK",61,7,19.9,3.4,7.4,0.463,1.5,0.405,1.9,0.525,0.568,0.8,0.9,0.927,9.2,1211,12.3,0.593,0.517,0.122,1.2,7.9,4.6,11.9,1.5,0.5,9.7,19.2,0.9,0.9,1.8,0.07,-1.2,-0.9,-2.1,0,1,NA,NA,NA,NA,NA,NA,NA,3.8,3.6,0.9,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6
"145","Evan Mobley",8478720,"PF",21,"CLE",79,79,34.4,6.6,12,0.554,0.3,0.216,6.4,0.595,0.566,2.6,3.8,0.674,16.2,2715,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4,11.9,20.2,3.7,4.8,8.5,0.151,0,1.6,1.7,2.5,1,NA,NA,NA,NA,NA,NA,NA,1.3,10.7,3.8,2.4,6.6,9,2.8,0.8,1.5,1.8,2.8
"146","Gary Payton II",8300000,"SG",30,"GSW/POR",22,1,16.7,1.9,3.1,0.594,0.6,0.5,1.3,0.651,0.688,0.3,0.3,0.857,4.6,367,13.3,0.701,0.377,0.101,7.4,13.9,10.6,11,2.9,1.2,18.2,10.3,0.6,0.4,1,0.125,-1.2,1.5,0.3,0.2,1,NA,NA,NA,NA,NA,NA,NA,1.2,2,0.3,1.1,2,3.1,1.4,1,0.2,0.7,2
"147","Dewayne Dedmon",8283688,"C",33,"PHI/MIA",38,1,11.2,2,4,0.51,0.3,0.308,1.7,0.58,0.55,0.9,1.3,0.673,5.2,426,15.5,0.577,0.258,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1,0.115,-2.6,1,-1.6,0,1,NA,NA,NA,NA,NA,NA,NA,1,2.9,1.3,0.9,2.6,3.5,0.7,0.2,0.5,0.7,2
"148","De'Anthony Melton",8250000,"SG",24,"PHI",77,58,27.9,3.6,8.5,0.425,2,0.39,1.6,0.484,0.546,0.9,1.1,0.793,10.1,2150,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6,1,NA,NA,NA,NA,NA,NA,NA,5.2,3.2,1.1,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5
"149","JaMychal Green",8200000,"PF",32,"GSW",57,1,14,2.4,4.4,0.54,0.7,0.378,1.6,0.667,0.623,0.9,1.2,0.776,6.4,797,15.5,0.65,0.44,0.266,10.1,18,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1,2.2,0.133,-0.7,0.2,-0.5,0.3,1,NA,NA,NA,NA,NA,NA,NA,1.9,2.5,1.2,1.3,2.3,3.6,0.9,0.4,0.4,0.9,1.8
"150","Keegan Murray",8008440,"SF",22,"SAC",80,78,29.8,4.4,9.8,0.453,2.6,0.411,1.9,0.527,0.584,0.8,1,0.765,12.2,2382,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1,-0.6,0.8,1,NA,NA,NA,NA,NA,NA,NA,6.3,3.5,1,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2
"151","Kevon Looney",8000000,"C",26,"GSW",82,70,23.9,3,4.7,0.63,0,0,3,0.632,0.63,1.1,1.9,0.606,7,1958,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2,1,NA,NA,NA,NA,NA,NA,NA,0,4.7,1.9,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7
"152","Thaddeus Young",8000000,"PF",34,"TOR",54,9,14.7,2,3.7,0.545,0.1,0.176,1.9,0.622,0.561,0.3,0.5,0.692,4.4,795,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,0.7,1.1,1.8,0.109,-1.8,1.9,0.1,0.4,1,NA,NA,NA,NA,NA,NA,NA,0.6,3,0.5,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6
"153","Delon Wright",7804878,"PG",30,"WAS",50,14,24.4,2.8,5.8,0.474,0.8,0.345,1.9,0.564,0.545,1,1.2,0.867,7.4,1221,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,2.1,1.6,3.7,0.146,0.4,3.1,3.4,1.7,1,NA,NA,NA,NA,NA,NA,NA,2.4,3.4,1.2,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2
"154","Patrick Williams",7775400,"PF",21,"CHI",82,65,28.3,3.8,8.3,0.464,1.4,0.415,2.4,0.498,0.549,1.1,1.3,0.857,10.2,2323,11.2,0.576,0.409,0.155,3.9,12,8,5.8,1.5,2.9,12.3,15.7,0.5,3,3.5,0.072,-1.7,0.4,-1.3,0.4,1,NA,NA,NA,NA,NA,NA,NA,3.4,4.9,1.3,1,3,4,1.2,0.9,0.9,1.2,1.8
"155","Scottie Barnes",7644600,"SF",21,"TOR",77,76,34.8,6,13.2,0.456,0.8,0.281,5.2,0.505,0.487,2.5,3.2,0.772,15.3,2678,15.5,0.524,0.22,0.242,7.1,15.2,10.8,20,1.5,2.2,12,20.3,2.3,2.7,5,0.09,0.5,-0.1,0.4,1.6,1,NA,NA,NA,NA,NA,NA,NA,2.9,10.3,3.2,2.3,4.3,6.6,4.8,1.1,0.8,2,2.2
"156","Cedi Osman",7426088,"SF",27,"CLE",77,2,20.1,3.1,6.9,0.451,1.5,0.372,1.6,0.564,0.56,1,1.4,0.694,8.7,1548,12,0.579,0.589,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,0.103,-0.8,0.2,-0.7,0.5,1,NA,NA,NA,NA,NA,NA,NA,4.1,2.8,1.4,0.3,2,2.3,1.5,0.5,0.1,0.7,1.6
"157","Coby White",7413955,"SG",22,"CHI",74,2,23.4,3.6,8,0.443,1.7,0.372,1.8,0.54,0.551,0.8,0.9,0.871,9.7,1730,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1,0.2,-0.8,0.5,1,NA,NA,NA,NA,NA,NA,NA,4.6,3.4,0.9,0.2,2.6,2.9,2.8,0.7,0.1,1,1.6
"158","Zach Collins",7350000,"C",25,"SAS",63,26,22.9,4.5,8.7,0.518,0.9,0.374,3.6,0.571,0.568,1.7,2.3,0.761,11.6,1441,16.4,0.599,0.268,0.259,8.5,22.5,15.2,18,1.2,2.8,17.4,21.2,1.2,1,2.2,0.074,-0.5,0.3,-0.2,0.6,1,NA,NA,NA,NA,NA,NA,NA,2.3,6.4,2.3,1.8,4.5,6.4,2.9,0.6,0.8,2,3.2
"159","Jaden Ivey",7252200,"SG",20,"DET",74,73,31.1,5.5,13.3,0.416,1.6,0.343,3.9,0.457,0.477,3.6,4.8,0.747,16.3,2304,12.1,0.528,0.356,0.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0,-0.001,-1.4,-1.9,-3.3,-0.7,1,NA,NA,NA,NA,NA,NA,NA,4.7,8.6,4.8,1,2.9,3.9,5.2,0.8,0.2,3.2,3.3
"160","Taurean Prince",7100000,"PF",28,"MIN",54,4,22.1,3.3,7,0.467,1.4,0.381,1.9,0.557,0.565,1.2,1.4,0.844,9.1,1192,10,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1,1.3,0.052,-2.6,-0.6,-3.3,-0.4,1,NA,NA,NA,NA,NA,NA,NA,3.6,3.4,1.4,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3
"161","Jae'Sean Tate",7065217,"SF",27,"HOU",31,7,21.8,3.5,7.4,0.48,0.4,0.283,3.1,0.53,0.509,1.6,2.2,0.725,9.1,677,12.2,0.546,0.201,0.301,6.6,12.6,9.6,18.2,1.5,1,15.3,18.8,0.4,0.3,0.7,0.049,-2.8,-0.7,-3.5,-0.3,1,NA,NA,NA,NA,NA,NA,NA,1.5,5.9,2.2,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4
"162","Isaac Okoro",7040880,"SF",22,"CLE",76,46,21.7,2.3,4.7,0.494,0.8,0.363,1.5,0.617,0.582,1,1.4,0.757,6.4,1652,10.7,0.614,0.483,0.291,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,1.9,2.3,4.2,0.122,-1.9,1.6,-0.3,0.7,1,NA,NA,NA,NA,NA,NA,NA,2.3,2.4,1.4,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1
"163","Cody Martin",7000000,"SF",27,"CHO",7,0,19.1,2,5.1,0.389,0.4,0.214,1.6,0.5,0.431,0.6,1,0.571,5,134,8.7,0.448,0.389,0.194,6.2,13,9.5,11,1.4,0.6,4.9,12.9,0,0.1,0.1,0.045,-3.8,-0.8,-4.6,-0.1,1,NA,NA,NA,NA,NA,NA,NA,2,3.1,1,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9
